data,local,velocidade_vento,terreno,correnteza,visibilidade,obstaculos,risco
2020-03-25 18:53:16,24,45,telhado,69,96,False,2
2021-05-25 06:48:52,24,38,telhado,95,91,True,3
2021-07-13 10:37:20,33,76,seco,97,55,True,3
2023-12-31 18:23:02,19,87,navegavel,49,62,True,2
2022-11-10 08:56:40,46,6,telhado,65,87,True,3
2025-09-09 11:40:47,37,48,navegavel,35,18,True,2
2024-05-20 11:02:49,2,24,asfalto molhado,79,16,False,3
2021-03-21 10:26:30,9,10,asfalto molhado,72,86,False,2
2024-10-11 18:31:04,8,73,telhado,12,59,True,3
2025-01-21 01:00:12,47,37,seco,24,55,False,0
2025-10-18 07:18:10,30,8,navegavel,63,54,True,2
2026-03-02 03:54:45,8,67,asfalto molhado,19,27,False,3
2023-07-11 01:21:50,37,65,lama,57,61,True,4
2023-12-14 12:41:44,13,56,seco,26,94,True,2
2023-03-24 02:41:01,5,89,telhado,70,1,False,4
2024-08-14 07:15:09,1,76,lama,42,12,True,4
2025-04-10 20:59:40,0,35,telhado,50,92,True,2
2024-09-28 09:00:10,38,37,seco,93,25,False,2
2022-07-19 03:36:50,14,14,navegavel,1,13,True,2
2025-01-25 08:20:54,31,45,seco,76,36,False,2
2025-05-15 08:04:55,46,38,asfalto molhado,69,9,True,4
2020-04-23 13:10:59,46,33,lama,78,33,True,4
2022-09-23 06:53:42,0,21,seco,14,43,False,1
2023-09-22 20:26:11,26,79,asfalto molhado,49,77,False,2
2022-03-11 15:14:28,45,18,navegavel,60,22,True,3
2024-01-14 19:49:21,31,16,seco,36,24,False,1
2020-12-31 10:51:03,32,17,navegavel,79,55,False,1
2020-04-24 15:19:57,39,78,asfalto molhado,14,90,False,2
2025-06-03 12:19:08,39,51,asfalto molhado,35,2,True,4
2024-12-21 05:35:34,41,99,asfalto molhado,74,1,False,4
2022-02-14 02:25:35,14,26,navegavel,1,90,True,1
2020-05-22 20:21:30,9,14,lama,89,51,False,2
2023-10-17 11:16:59,6,22,seco,42,96,False,0
2021-11-11 23:34:18,14,1,navegavel,77,9,False,2
2024-10-19 01:24:35,37,37,navegavel,68,16,False,2
2024-04-27 15:07:31,47,36,navegavel,60,57,False,1
2025-01-28 08:18:05,14,51,asfalto molhado,33,29,False,3
2023-11-10 16:57:27,17,10,seco,90,87,True,2
2025-10-02 19:58:37,36,87,seco,84,48,False,3
2022-03-22 22:29:27,1,21,navegavel,94,14,False,2
2023-11-25 02:04:00,33,12,asfalto molhado,20,93,True,2
2026-02-01 18:18:29,28,31,seco,17,59,True,1
2024-12-24 17:52:23,34,17,asfalto molhado,66,98,False,2
2023-01-30 02:29:29,16,50,asfalto molhado,29,99,False,1
2020-08-02 09:18:49,42,72,navegavel,44,7,True,3
2022-07-05 23:37:55,1,37,navegavel,70,2,False,2
2022-11-03 17:31:16,17,28,navegavel,59,37,False,2
2026-03-13 18:05:42,16,86,seco,17,79,False,1
2023-07-23 22:39:33,28,51,lama,85,18,False,4
2026-03-03 22:51:34,16,10,asfalto molhado,84,94,False,2
2026-01-23 14:29:12,20,64,asfalto molhado,64,86,False,3
2025-03-29 20:55:02,30,16,lama,6,16,False,2
2026-01-09 03:29:17,16,45,seco,37,88,False,0
2020-05-02 19:26:13,37,20,navegavel,12,72,True,1
2022-08-14 09:25:55,14,41,navegavel,70,65,False,1
2020-01-17 15:47:37,23,75,lama,97,91,True,4
2021-12-06 20:22:07,23,26,navegavel,54,33,False,2
2023-03-07 11:34:06,41,92,asfalto molhado,37,62,False,2
