data,local,risco,n_pessoas,origem,espera,vulneraveis,necessita_medico,nivel_aguasentimento,confiavel,prioridade,nivel_agua,sentimento
2023-04-12 03:46:46,7,1,4,whatsapp,38,True,False,,True,2,cintura,panico
2022-01-07 19:12:04,25,2,1,190,4,False,False,,True,0,tornozelo,calmo
2020-08-08 19:57:53,5,3,6,190,8,False,False,,True,4,teto,calmo
2023-04-18 18:52:25,44,2,8,190,75,False,False,,True,2,tornozelo,nervoso
2023-06-28 11:58:01,4,2,4,whatsapp,10,False,False,,True,1,tornozelo,panico
2023-06-06 13:37:17,5,1,4,whatsapp,117,False,True,,True,2,tornozelo,calmo
2022-07-06 22:01:50,40,4,3,whatsapp,60,True,False,,True,2,tornozelo,calmo
2020-11-07 15:51:27,36,3,2,190,35,False,False,,True,1,tornozelo,nervoso
2022-05-19 17:20:06,23,2,3,instagram,17,False,False,,True,1,tornozelo,panico
2022-02-27 11:46:18,13,1,5,190,25,False,False,,True,0,tornozelo,calmo
2022-07-20 18:11:09,17,4,2,190,6,False,True,,True,5,teto,panico
2021-12-13 02:48:29,4,3,5,whatsapp,38,False,True,,True,2,cintura,calmo
2021-11-15 11:46:04,11,0,3,190,94,False,False,,True,1,tornozelo,calmo
2025-04-12 08:01:24,7,3,8,190,32,False,True,,True,4,tornozelo,panico
2023-02-19 19:54:52,48,3,1,whatsapp,80,False,False,,True,5,teto,panico
2024-09-15 21:27:53,2,4,7,whatsapp,9,False,False,,True,3,cintura,panico
2023-09-22 15:44:44,45,0,3,instagram,50,False,False,,True,0,tornozelo,nervoso
2020-03-12 12:06:58,4,3,9,instagram,115,False,False,,True,5,teto,calmo
2020-06-04 01:56:32,16,2,9,190,68,False,False,,True,2,cintura,nervoso
2025-04-18 20:37:44,34,3,8,190,97,False,False,,False,5,teto,calmo
2025-07-02 00:56:42,1,1,7,whatsapp,71,False,False,,True,3,cintura,panico
2025-11-18 18:26:23,41,2,6,instagram,115,False,False,,True,2,tornozelo,calmo
2025-07-05 14:34:29,17,1,1,190,103,False,False,,True,1,cintura,calmo
2023-05-13 14:51:44,22,2,6,whatsapp,16,False,False,,True,1,tornozelo,calmo
2024-11-25 04:44:15,31,4,5,whatsapp,90,True,False,,True,4,tornozelo,panico
2024-08-26 17:56:38,43,3,7,instagram,16,False,False,,True,2,cintura,calmo
2021-07-17 01:52:16,3,2,9,instagram,25,False,False,,True,1,cintura,nervoso
2023-07-12 03:57:25,17,1,6,190,114,True,False,,True,5,teto,nervoso
2021-12-19 08:54:39,18,3,3,instagram,39,False,False,,True,4,teto,panico
2025-07-05 15:35:42,32,3,3,instagram,32,False,False,,True,2,cintura,panico
2026-04-15 10:00:40,1,3,9,190,23,False,True,,True,4,cintura,panico
2021-04-16 00:23:55,17,3,1,instagram,116,False,False,,True,2,cintura,nervoso
2023-02-11 02:14:29,29,4,8,whatsapp,3,False,False,,True,2,tornozelo,calmo
2023-04-13 01:55:50,44,4,8,190,3,False,False,,True,2,cintura,calmo
2025-02-09 16:17:48,10,3,4,instagram,109,False,False,,True,2,tornozelo,calmo
2023-06-22 22:04:41,38,3,8,whatsapp,59,True,False,,True,6,teto,panico
2021-02-12 01:04:33,30,3,8,whatsapp,117,False,False,,True,5,teto,calmo
2020-06-07 12:05:26,35,3,1,190,94,False,False,,True,2,tornozelo,nervoso
2024-09-17 08:25:45,34,2,4,whatsapp,79,False,False,,True,3,teto,calmo
2026-03-02 20:36:58,5,3,8,190,56,False,False,,True,4,teto,calmo
2025-08-31 06:02:58,27,2,7,whatsapp,61,False,False,,True,2,cintura,nervoso
2024-11-26 15:34:53,27,2,9,whatsapp,93,False,False,,True,5,teto,panico
2024-07-29 00:45:58,38,2,7,whatsapp,99,False,False,,True,3,tornozelo,panico
2025-10-09 23:56:29,39,2,9,instagram,116,False,False,,True,3,cintura,panico
2025-01-21 23:53:12,26,2,7,whatsapp,104,False,False,,True,2,cintura,nervoso
2020-11-18 14:52:47,25,3,3,whatsapp,85,False,True,,True,5,teto,calmo
2024-08-15 16:04:49,23,0,2,instagram,70,False,False,,False,2,cintura,panico
2025-02-27 18:16:42,41,2,9,instagram,86,False,True,,True,6,teto,panico
2024-10-21 20:54:45,28,4,6,190,94,True,False,,True,5,cintura,panico
2025-06-24 19:26:35,31,2,9,whatsapp,60,False,False,,True,1,cintura,calmo
2025-05-30 17:31:06,37,3,7,190,63,False,False,,True,6,teto,panico
2023-02-20 07:04:59,15,3,7,instagram,11,False,False,,True,2,tornozelo,calmo
2024-04-24 20:09:40,26,1,5,whatsapp,87,False,False,,True,2,cintura,panico
2025-10-27 05:01:16,27,0,3,instagram,78,False,False,,True,1,tornozelo,nervoso
2025-02-15 10:52:26,27,4,5,instagram,103,False,False,,True,3,cintura,panico
2020-11-29 09:53:54,32,2,9,whatsapp,55,False,False,,True,0,teto,calmo
2021-02-19 21:28:10,1,4,4,190,113,False,False,,True,2,cintura,nervoso
2022-03-04 19:31:15,40,3,1,instagram,78,False,True,,True,4,cintura,panico
2022-12-07 01:58:01,9,4,7,whatsapp,92,False,False,,True,3,tornozelo,calmo
2023-04-09 14:08:24,38,4,4,whatsapp,118,False,False,,True,4,teto,calmo
2023-02-09 12:25:06,11,2,3,190,32,False,False,,True,1,tornozelo,panico
2023-10-06 22:56:07,21,2,5,instagram,79,False,False,,True,4,teto,panico
2022-01-24 03:58:49,35,2,8,whatsapp,81,False,False,,True,0,cintura,nervoso
2020-05-08 04:09:45,3,2,7,whatsapp,16,False,False,,True,1,tornozelo,nervoso
2023-04-25 19:19:48,17,2,7,whatsapp,18,True,False,,True,3,cintura,panico
2020-10-09 21:52:59,29,3,5,190,106,False,False,,True,3,tornozelo,panico
2024-11-29 23:48:20,38,2,7,instagram,69,False,False,,True,3,tornozelo,panico
2020-08-26 08:30:16,0,3,5,190,81,False,False,,True,4,teto,nervoso
2022-12-09 04:07:25,39,4,4,whatsapp,15,True,False,,True,4,teto,nervoso
2021-09-01 13:31:02,20,1,3,190,50,False,False,,True,0,tornozelo,calmo
2025-06-19 11:42:57,47,3,6,190,35,False,False,,True,4,teto,calmo
2020-02-17 10:14:52,38,3,1,190,34,False,False,,False,0,teto,panico
2021-12-01 07:42:03,33,3,4,whatsapp,10,False,False,,True,3,teto,nervoso
2023-04-24 22:11:27,0,0,1,instagram,88,False,False,,True,3,teto,nervoso
2024-03-15 20:04:08,49,2,3,whatsapp,111,False,False,,True,1,tornozelo,nervoso
2023-08-20 19:02:20,28,4,3,190,81,False,False,,True,5,teto,panico
2022-12-09 08:16:15,48,3,2,190,113,False,True,,True,3,tornozelo,nervoso
2020-04-12 11:57:37,6,2,6,whatsapp,83,True,False,,True,3,cintura,calmo
2025-06-28 00:37:04,33,4,9,whatsapp,16,False,False,,False,2,cintura,nervoso
2022-07-03 16:21:07,35,2,1,instagram,10,True,False,,True,1,cintura,calmo
2021-04-28 21:59:48,25,3,9,whatsapp,87,False,False,,True,3,tornozelo,calmo
2024-10-07 02:51:33,22,1,2,190,13,False,False,,True,0,cintura,calmo
2022-10-18 01:55:50,37,3,4,whatsapp,35,True,False,,True,0,cintura,nervoso
2023-02-28 19:03:39,36,1,2,whatsapp,96,False,False,,True,2,tornozelo,panico
2020-11-22 00:50:08,12,2,7,whatsapp,50,False,False,,True,3,teto,nervoso
2022-01-25 16:58:39,5,4,4,instagram,119,True,False,,True,3,tornozelo,calmo
2023-10-23 01:22:27,23,2,6,instagram,95,False,False,,True,5,teto,panico
2023-02-26 22:12:50,34,3,9,instagram,56,False,False,,True,0,cintura,panico
2021-03-26 00:33:02,21,1,7,instagram,26,True,False,,True,5,teto,panico
2023-03-29 16:02:23,3,2,5,190,41,False,False,,True,0,tornozelo,panico
2025-01-22 04:34:03,34,2,1,instagram,26,False,False,,True,2,teto,nervoso
2021-10-06 04:36:16,11,3,9,instagram,116,False,False,,True,3,tornozelo,nervoso
2020-12-21 12:10:50,2,2,7,190,90,False,False,,True,3,tornozelo,panico
2024-07-02 19:30:11,29,4,2,whatsapp,67,False,False,,True,3,cintura,panico
2023-02-22 00:08:19,0,0,3,190,10,False,False,,True,0,tornozelo,nervoso
2021-01-13 16:51:15,5,1,1,whatsapp,103,False,False,,True,1,cintura,nervoso
2022-04-22 05:46:11,21,3,9,190,22,False,False,,True,2,tornozelo,nervoso
2025-06-30 19:54:42,2,2,2,190,113,False,False,,True,2,tornozelo,panico
2022-08-27 12:05:26,26,3,7,instagram,80,False,False,,True,3,tornozelo,nervoso
2024-02-18 22:24:12,18,3,9,whatsapp,55,False,False,,True,4,teto,calmo
2022-05-06 04:38:40,34,3,7,whatsapp,42,False,True,,True,4,tornozelo,panico
2021-03-02 22:41:38,27,3,7,instagram,49,False,False,,True,2,cintura,calmo
2024-05-19 20:19:04,18,3,3,190,34,False,False,,True,1,cintura,nervoso
2023-11-15 09:19:21,26,4,4,190,70,False,False,,False,3,cintura,panico
2025-08-21 19:07:26,21,3,8,instagram,33,False,False,,True,3,cintura,panico
2025-02-25 23:53:05,9,2,2,whatsapp,53,False,False,,True,0,cintura,calmo
2023-09-08 20:39:08,40,2,5,instagram,27,False,False,,True,2,teto,calmo
2024-12-12 09:11:51,28,1,3,instagram,107,False,False,,True,0,teto,nervoso
2025-07-23 01:48:10,37,3,9,instagram,103,False,False,,True,3,cintura,calmo
2022-05-24 06:52:29,47,3,6,whatsapp,97,True,True,,True,7,teto,nervoso
2021-09-03 19:36:02,34,2,1,190,12,False,False,,True,0,cintura,nervoso
2024-07-10 17:13:29,40,3,6,190,9,False,False,,True,4,teto,nervoso
2023-08-29 23:52:47,49,3,3,whatsapp,59,False,False,,True,0,cintura,nervoso
2020-09-07 03:20:44,21,3,7,whatsapp,45,True,False,,True,3,cintura,calmo
2021-05-13 05:08:50,20,3,5,whatsapp,4,False,False,,True,2,tornozelo,panico
2020-03-04 07:16:53,14,1,5,190,5,False,False,,True,1,cintura,panico
2024-04-02 18:25:29,25,2,3,instagram,17,False,False,,True,0,teto,calmo
2020-05-11 05:45:36,37,3,8,190,95,False,False,,True,3,tornozelo,calmo
2024-03-16 20:51:40,43,2,6,instagram,87,True,False,,False,6,teto,panico
2026-03-04 11:46:42,1,3,2,instagram,104,True,False,,True,3,cintura,nervoso
2022-09-07 10:43:31,43,3,1,whatsapp,8,False,False,,True,2,cintura,panico
2024-09-30 21:11:13,35,5,1,instagram,85,False,False,,True,2,cintura,calmo
2023-09-13 12:57:36,48,1,2,190,60,False,False,,True,0,cintura,nervoso
2020-01-22 16:28:47,35,1,5,190,89,False,False,,True,4,teto,panico
2026-02-12 16:31:26,2,2,6,190,91,False,False,,True,3,tornozelo,panico
2020-03-18 04:08:27,8,2,6,190,57,False,False,,True,2,cintura,panico
2021-01-20 00:43:22,8,3,9,190,55,False,False,,True,3,cintura,panico
2024-02-28 20:19:14,25,2,1,190,60,False,False,,True,1,cintura,panico
2020-01-08 00:15:50,17,0,2,190,47,False,True,,True,3,teto,calmo
2023-03-21 19:33:40,4,3,6,instagram,0,True,False,,False,3,cintura,nervoso
2021-01-24 13:31:07,1,4,7,instagram,113,False,False,,True,3,tornozelo,calmo
2025-01-05 14:37:01,33,3,3,190,70,False,False,,True,2,cintura,calmo
2020-02-03 00:22:59,46,4,8,whatsapp,15,True,False,,True,4,cintura,panico
2023-10-05 19:19:40,3,3,1,instagram,68,False,False,,True,0,tornozelo,calmo
2024-05-20 23:12:26,29,4,1,instagram,33,False,False,,True,1,cintura,nervoso
2025-02-10 07:28:31,8,1,8,190,36,False,False,,True,3,teto,nervoso
2020-10-31 17:43:16,0,3,6,instagram,80,False,False,,True,4,tornozelo,panico
2023-06-19 09:33:36,7,2,8,whatsapp,0,False,False,,True,2,tornozelo,panico
2025-05-18 03:33:23,35,2,9,190,113,False,False,,True,2,cintura,nervoso
2025-12-13 04:43:45,18,3,7,whatsapp,10,True,False,,True,5,teto,calmo
2022-03-07 03:25:38,32,5,7,190,64,False,False,,True,4,tornozelo,panico
2025-11-27 11:58:38,2,3,6,whatsapp,71,True,False,,True,4,tornozelo,nervoso
2020-08-06 07:13:46,33,1,3,instagram,4,False,False,,True,2,teto,calmo
2021-08-01 09:13:51,45,2,4,whatsapp,43,False,False,,True,2,teto,calmo
2023-12-13 18:39:52,33,1,7,whatsapp,68,False,False,,True,2,cintura,calmo
2022-02-28 11:00:03,18,5,7,whatsapp,46,False,False,,True,2,tornozelo,nervoso
2023-07-25 02:36:32,2,3,2,instagram,44,False,True,,True,2,tornozelo,calmo
2025-11-16 07:32:13,14,5,9,190,26,False,False,,True,4,teto,nervoso
2023-07-04 21:37:08,5,4,9,instagram,17,False,False,,True,3,cintura,panico
2025-03-15 23:00:36,29,3,8,whatsapp,15,True,False,,True,4,tornozelo,panico
2020-08-10 10:15:30,24,1,9,190,47,True,True,,True,3,cintura,nervoso
2023-10-21 17:09:37,5,2,6,190,53,False,False,,True,1,tornozelo,calmo
2022-10-10 13:05:11,9,2,5,190,103,False,False,,True,2,tornozelo,panico
2024-09-08 16:29:42,47,2,1,instagram,67,False,False,,True,3,teto,nervoso
2026-04-12 10:08:58,41,3,7,whatsapp,14,False,False,,True,4,teto,calmo
2021-10-17 22:59:56,47,3,7,190,1,False,False,,False,2,cintura,nervoso
2022-08-05 10:11:58,12,0,6,instagram,90,False,False,,True,0,teto,nervoso
2022-06-09 04:45:24,17,2,8,instagram,20,False,False,,True,1,cintura,nervoso
2022-12-26 21:28:49,30,0,4,190,32,False,False,,True,0,tornozelo,calmo
2023-10-23 11:26:42,39,3,9,whatsapp,13,False,False,,True,4,teto,nervoso
2020-08-09 19:52:10,48,0,7,instagram,6,False,False,,True,1,cintura,nervoso
2025-06-15 04:48:34,49,3,7,whatsapp,112,False,False,,True,3,cintura,nervoso
2025-03-20 12:34:00,13,1,5,190,97,False,False,,False,2,tornozelo,panico
2023-01-12 13:14:01,49,2,1,190,28,False,False,,True,1,tornozelo,panico
2025-09-12 07:46:10,22,1,3,instagram,96,False,True,,True,2,tornozelo,nervoso
2020-05-04 14:31:53,19,3,6,whatsapp,92,True,False,,True,7,teto,panico
2023-03-09 11:11:02,39,0,1,190,16,False,False,,True,0,tornozelo,nervoso
2026-02-02 11:07:10,44,5,7,whatsapp,1,True,False,,True,3,tornozelo,nervoso
2024-08-07 20:49:50,5,3,6,whatsapp,88,True,False,,True,4,cintura,nervoso
2023-08-16 16:45:07,22,3,6,whatsapp,96,False,False,,True,4,cintura,panico
2025-02-02 20:26:16,48,1,2,instagram,49,False,False,,False,0,tornozelo,calmo
2024-08-30 17:57:27,22,3,6,190,20,True,False,,False,3,cintura,calmo
2023-02-06 09:25:45,17,2,5,190,45,False,False,,True,3,teto,panico
2021-09-18 10:20:25,5,2,1,190,110,False,False,,True,2,cintura,panico
2020-07-16 16:50:11,34,3,1,whatsapp,19,True,False,,True,4,teto,nervoso
2025-01-14 02:32:20,8,2,5,whatsapp,18,True,False,,True,4,teto,panico
2020-06-19 23:25:37,37,3,1,instagram,47,True,False,,True,3,cintura,panico
2021-11-19 00:14:49,13,1,5,instagram,72,False,False,,True,1,tornozelo,nervoso
2022-06-14 09:08:21,20,3,6,190,115,False,False,,True,3,tornozelo,calmo
2024-08-18 00:20:01,22,3,7,instagram,104,False,False,,False,4,tornozelo,panico
2022-12-14 04:55:46,4,2,1,instagram,30,False,False,,True,0,tornozelo,calmo
2025-09-19 10:18:06,27,3,8,190,73,False,False,,True,3,cintura,calmo
2024-12-08 10:29:50,47,3,8,whatsapp,25,False,False,,False,5,teto,panico
2021-10-23 21:20:07,16,2,9,instagram,65,True,False,,True,4,tornozelo,panico
2021-07-19 19:02:23,32,4,8,190,21,False,True,,True,6,teto,panico
2024-03-28 00:09:04,37,3,2,instagram,49,False,False,,True,3,teto,calmo
2024-05-18 01:09:38,9,4,2,190,41,True,False,,True,0,tornozelo,calmo
2024-11-20 04:20:27,12,2,9,190,52,True,False,,True,2,cintura,calmo
2022-07-07 04:49:07,9,2,7,whatsapp,62,False,False,,False,2,tornozelo,calmo
2021-07-21 00:57:07,11,3,5,whatsapp,20,False,False,,True,1,cintura,nervoso
2024-10-30 23:59:28,24,3,9,instagram,115,False,False,,True,3,cintura,nervoso
2020-08-22 03:21:31,46,2,8,190,99,False,False,,True,0,cintura,calmo
2021-01-24 02:09:56,48,1,8,instagram,109,False,False,,True,2,cintura,calmo
2021-10-28 11:41:40,1,2,9,190,31,True,False,,False,2,tornozelo,calmo
2023-03-20 11:08:03,45,3,1,instagram,22,False,False,,True,2,cintura,panico
2022-10-21 21:59:10,36,2,4,190,10,False,False,,True,2,teto,nervoso
2024-11-01 21:30:44,4,3,4,whatsapp,17,True,False,,True,4,teto,nervoso
2026-03-22 02:52:27,28,2,6,190,93,False,True,,False,5,teto,nervoso
2022-12-05 01:08:44,26,2,4,whatsapp,16,False,False,,True,2,teto,calmo
2022-06-17 00:13:49,11,3,7,instagram,105,False,False,,True,0,cintura,calmo
2020-03-12 09:31:14,29,3,4,whatsapp,94,False,True,,True,4,tornozelo,panico
2021-05-06 09:51:37,39,4,2,190,32,False,False,,True,3,teto,nervoso
2024-10-31 03:44:44,6,4,1,instagram,38,False,False,,True,1,cintura,nervoso
2020-05-14 01:20:37,48,3,4,whatsapp,3,False,False,,False,4,teto,panico
2022-02-05 18:59:00,10,2,2,instagram,16,False,False,,True,3,teto,panico
2020-11-08 14:01:30,41,2,5,whatsapp,79,False,False,,False,1,tornozelo,nervoso
2025-12-18 13:46:13,41,2,7,whatsapp,4,False,False,,True,1,tornozelo,calmo
2024-05-20 20:53:54,39,2,4,instagram,112,False,False,,True,1,cintura,calmo
2021-12-02 20:43:47,40,2,3,whatsapp,104,True,False,,True,2,tornozelo,nervoso
2022-04-04 21:27:56,23,4,6,whatsapp,69,True,False,,True,4,cintura,nervoso
2026-01-25 21:41:26,42,3,2,whatsapp,103,True,False,,True,4,tornozelo,panico
2024-03-27 13:19:53,22,3,6,whatsapp,4,False,False,,True,2,cintura,nervoso
2022-05-15 19:57:30,19,3,1,instagram,29,False,False,,True,1,cintura,calmo
2020-12-20 13:06:18,16,1,4,190,92,False,True,,True,0,teto,calmo
2021-10-25 16:30:14,7,2,1,190,100,False,True,,True,4,teto,nervoso
2022-01-28 11:24:37,41,0,3,190,40,False,False,,True,0,cintura,nervoso
2026-03-04 09:15:30,4,1,3,instagram,66,True,False,,True,4,teto,nervoso
2020-07-20 12:13:45,12,1,8,190,114,False,False,,True,2,tornozelo,calmo
2021-08-14 13:03:05,9,3,4,instagram,60,False,False,,True,2,tornozelo,panico
2023-03-24 06:17:57,21,2,6,190,117,False,False,,True,3,cintura,panico
2022-07-29 09:30:13,47,2,3,instagram,51,False,False,,True,1,tornozelo,panico
2021-07-28 07:35:52,28,2,4,190,66,False,False,,True,1,cintura,calmo
2025-05-22 00:35:16,7,3,1,whatsapp,44,False,False,,True,4,teto,panico
2022-05-10 07:12:32,32,2,5,instagram,51,False,False,,True,2,teto,calmo
2026-02-14 17:26:08,6,3,9,190,9,False,False,,True,4,teto,calmo
2020-07-31 00:13:07,38,1,1,instagram,103,True,False,,True,3,tornozelo,panico
2021-08-05 12:22:20,39,3,6,190,39,False,False,,True,3,tornozelo,panico
2024-11-18 12:26:42,48,3,3,190,18,False,False,,True,1,cintura,nervoso
2022-06-04 20:56:46,1,2,3,instagram,101,False,False,,True,0,cintura,calmo
2025-04-19 22:38:31,14,2,4,190,93,False,False,,True,1,tornozelo,calmo
2022-10-26 01:39:11,32,2,9,instagram,55,False,False,,True,1,tornozelo,calmo
2021-10-26 08:29:13,1,3,1,whatsapp,58,False,False,,True,1,cintura,calmo
2024-02-03 15:21:33,8,3,2,whatsapp,5,False,False,,True,4,teto,panico
2024-02-11 05:21:55,2,2,2,whatsapp,56,False,False,,False,0,tornozelo,nervoso
2024-11-27 08:20:39,5,4,1,instagram,116,False,False,,True,2,cintura,nervoso
2024-05-09 19:29:52,1,2,9,whatsapp,115,False,False,,True,4,teto,nervoso
2022-02-23 23:49:44,29,3,5,190,97,False,False,,True,2,cintura,calmo
2022-03-08 09:09:27,48,3,6,190,83,False,False,,True,0,teto,nervoso
2024-02-22 22:47:32,25,4,9,instagram,1,False,False,,True,2,cintura,nervoso
2020-12-17 22:03:31,21,4,4,whatsapp,41,False,False,,True,2,cintura,panico
2022-09-02 02:45:05,36,2,2,whatsapp,44,False,False,,True,0,cintura,calmo
2020-11-15 03:06:20,7,4,4,whatsapp,85,False,False,,True,5,teto,panico
2026-02-22 10:45:16,19,3,1,whatsapp,116,False,False,,True,4,teto,nervoso
2020-10-08 08:36:54,1,1,8,instagram,104,False,False,,True,0,teto,nervoso
2024-10-17 11:31:13,19,3,5,190,102,False,False,,True,5,teto,panico
2025-11-11 08:20:00,10,2,1,whatsapp,5,False,False,,True,0,tornozelo,calmo
2023-02-11 14:08:26,14,1,4,190,55,False,False,,True,1,cintura,panico
2023-09-05 20:19:09,49,4,1,whatsapp,70,False,False,,True,2,cintura,calmo
2022-07-04 22:39:27,3,3,9,190,90,False,False,,False,4,tornozelo,panico
2024-08-15 02:24:46,16,2,1,190,77,False,False,,True,0,tornozelo,panico
2024-01-01 23:01:26,16,2,2,instagram,46,False,False,,True,0,tornozelo,nervoso
2023-09-11 19:24:41,15,3,3,instagram,14,False,False,,True,1,cintura,calmo
2020-11-03 18:28:33,16,1,1,190,97,True,False,,True,5,teto,panico
2024-11-21 21:37:06,49,2,8,instagram,18,False,False,,True,1,cintura,nervoso
2024-02-02 15:01:46,4,3,8,190,60,False,True,,True,5,teto,nervoso
2024-08-20 21:22:13,45,2,2,whatsapp,54,False,False,,True,0,teto,nervoso
2021-08-15 23:07:04,5,3,8,instagram,31,True,False,,True,3,tornozelo,calmo
2024-08-04 16:16:22,28,2,9,instagram,29,False,False,,False,1,tornozelo,nervoso
2022-03-08 17:51:24,1,4,3,190,51,False,False,,True,1,cintura,nervoso
2023-01-25 10:05:11,27,2,7,instagram,23,True,False,,True,5,teto,panico
2023-02-02 11:36:37,29,3,6,190,45,False,False,,True,3,tornozelo,panico
2026-02-11 09:09:12,37,5,4,whatsapp,64,False,False,,False,3,tornozelo,panico
2022-08-14 17:39:04,41,2,6,whatsapp,60,False,False,,True,1,tornozelo,nervoso
2025-06-07 11:48:11,26,2,8,whatsapp,99,False,False,,True,2,cintura,nervoso
2021-12-23 12:13:16,15,2,1,instagram,57,False,False,,True,0,cintura,nervoso
2025-11-16 20:43:55,37,3,3,instagram,47,True,False,,True,3,cintura,panico
2020-07-25 23:27:47,16,1,3,whatsapp,12,True,False,,False,1,tornozelo,calmo
2023-11-14 03:46:35,15,3,5,190,25,True,False,,True,4,teto,nervoso
2023-05-12 11:49:32,33,4,1,whatsapp,102,False,False,,True,2,tornozelo,nervoso
2020-04-01 11:32:41,48,5,4,whatsapp,70,False,False,,True,4,teto,calmo
2021-08-30 17:30:05,49,3,3,whatsapp,90,True,False,,True,3,cintura,calmo
2022-09-28 00:31:23,39,3,5,instagram,44,False,False,,False,1,tornozelo,calmo
2025-11-17 06:43:39,21,5,3,instagram,48,False,True,,True,3,tornozelo,panico
2025-08-02 00:50:56,31,1,4,whatsapp,46,True,False,,True,0,cintura,nervoso
2022-06-28 00:21:35,16,3,7,whatsapp,24,True,False,,True,4,cintura,panico
2025-07-14 14:00:21,41,3,5,whatsapp,84,False,False,,True,5,teto,panico
2025-01-06 16:22:35,37,2,4,190,25,False,False,,True,0,tornozelo,nervoso
2020-11-25 12:39:57,43,2,2,190,102,True,False,,True,2,tornozelo,calmo
2020-09-02 12:55:26,7,4,1,whatsapp,41,False,False,,True,1,cintura,nervoso
2025-11-07 15:32:09,27,1,4,whatsapp,9,False,True,,True,1,cintura,calmo
2022-08-14 18:57:13,37,2,6,190,45,False,False,,True,1,cintura,nervoso
2025-12-03 02:13:29,20,2,8,whatsapp,88,False,False,,True,4,teto,nervoso
2024-03-10 12:21:11,29,2,7,instagram,25,False,False,,True,1,cintura,calmo
2024-08-26 04:54:03,18,3,7,instagram,100,False,False,,True,4,tornozelo,panico
2024-06-15 12:53:36,5,3,9,190,69,False,False,,True,4,tornozelo,panico
2022-11-24 15:51:42,2,4,9,190,119,True,False,,True,4,tornozelo,calmo
2020-03-25 18:53:16,24,2,9,190,30,False,False,,True,3,teto,calmo
2021-05-25 06:48:52,24,3,2,whatsapp,101,False,False,,True,2,tornozelo,calmo
2021-07-13 10:37:20,33,3,5,190,34,False,False,,True,4,teto,panico
2023-12-31 18:23:02,19,2,6,instagram,4,False,False,,True,3,teto,nervoso
2022-11-10 08:56:40,46,3,7,190,21,False,False,,True,2,cintura,nervoso
2025-09-09 11:40:47,37,2,4,190,51,False,False,,True,1,tornozelo,panico
2024-05-20 11:02:49,2,3,8,instagram,113,False,True,,True,6,teto,nervoso
2021-03-21 10:26:30,9,2,7,instagram,106,False,False,,True,2,cintura,calmo
2024-10-11 18:31:04,8,3,7,whatsapp,24,False,False,,True,2,tornozelo,calmo
2025-01-21 01:00:12,47,0,7,whatsapp,94,False,False,,True,4,teto,nervoso
2025-10-18 07:18:10,30,2,2,instagram,91,False,False,,False,1,tornozelo,calmo
2026-03-02 03:54:45,8,3,7,190,79,False,False,,True,0,tornozelo,nervoso
2023-07-11 01:21:50,37,4,1,190,42,False,False,,True,3,teto,nervoso
2023-12-14 12:41:44,13,2,6,instagram,25,True,False,,True,4,teto,calmo
2023-03-24 02:41:01,5,4,7,whatsapp,75,False,True,,False,6,teto,calmo
2024-08-14 07:15:09,1,4,7,whatsapp,59,False,False,,True,3,cintura,panico
2025-04-10 20:59:40,0,2,7,whatsapp,41,True,False,,True,0,cintura,calmo
2024-09-28 09:00:10,38,2,8,whatsapp,99,True,False,,True,3,cintura,nervoso
2022-07-19 03:36:50,14,2,1,whatsapp,53,False,False,,True,2,teto,calmo
2025-01-25 08:20:54,31,2,3,whatsapp,0,False,False,,False,1,tornozelo,panico
2025-05-15 08:04:55,46,4,5,whatsapp,73,False,False,,True,4,teto,nervoso
2020-04-23 13:10:59,46,4,7,190,50,False,False,,False,5,teto,panico
2022-09-23 06:53:42,0,1,8,190,74,False,False,,True,2,tornozelo,calmo
2023-09-22 20:26:11,26,2,2,190,38,False,True,,True,3,teto,nervoso
2022-03-11 15:14:28,45,3,2,whatsapp,83,False,True,,True,6,teto,panico
2024-01-14 19:49:21,31,1,2,whatsapp,116,False,False,,True,4,teto,panico
2020-12-31 10:51:03,32,1,5,190,52,False,False,,True,1,tornozelo,panico
2020-04-24 15:19:57,39,2,5,whatsapp,37,True,False,,True,3,teto,nervoso
2025-06-03 12:19:08,39,4,4,190,12,True,False,,False,5,teto,panico
2024-12-21 05:35:34,41,4,9,190,73,False,False,,True,0,cintura,panico
2022-02-14 02:25:35,14,1,5,instagram,85,False,False,,True,0,cintura,nervoso
2020-05-22 20:21:30,9,2,1,whatsapp,27,False,False,,False,0,tornozelo,calmo
2023-10-17 11:16:59,6,0,6,instagram,34,True,False,,False,2,tornozelo,nervoso
2021-11-11 23:34:18,14,2,4,instagram,113,False,False,,True,1,cintura,nervoso
2024-10-19 01:24:35,37,2,1,instagram,110,True,False,,True,4,teto,nervoso
2024-04-27 15:07:31,47,1,7,whatsapp,85,False,False,,True,0,tornozelo,panico
2025-01-28 08:18:05,14,3,6,instagram,39,False,True,,True,4,cintura,panico
2023-11-10 16:57:27,17,2,9,whatsapp,56,False,False,,True,1,tornozelo,calmo
2025-10-02 19:58:37,36,3,5,whatsapp,104,True,True,,True,6,teto,nervoso
2022-03-22 22:29:27,1,2,7,whatsapp,5,False,False,,True,3,teto,nervoso
2023-11-25 02:04:00,33,2,5,190,81,False,False,,False,3,teto,nervoso
2026-02-01 18:18:29,28,1,2,190,72,False,False,,True,1,tornozelo,calmo
